block,neighbourhood,street,jewish_insitute,public_institution,gas_station,banco,car_thefts,month,education,employment_rate
5.0,Belgrano,Congreso,0.0,0.0,0.0,0.0,0.0,6.0,10.846611022949219,0.9494949579238892
283.0,Belgrano,Moldes,0.0,0.0,0.0,0.0,0.0,6.0,10.544400215148926,0.9325025677680969
8.0,Belgrano,Congreso,0.0,0.0,0.0,0.0,0.0,6.0,10.846611022949219,0.9494949579238892
350.0,Belgrano,Cabildo,0.0,0.0,0.0,1.0,0.0,6.0,10.544400215148926,0.9325025677680969
17.0,Belgrano,Manuel Ugarte,0.0,0.0,0.0,0.0,0.0,6.0,10.919791221618652,0.9464789032936096
18.0,Belgrano,Manuel Ugarte,0.0,0.0,0.0,0.0,0.0,6.0,10.992971420288086,0.9434629082679749
16.0,Belgrano,Manuel Ugarte,0.0,0.0,0.0,0.0,0.25,6.0,10.846611022949219,0.9494949579238892
15.0,Belgrano,Manuel Ugarte,0.0,0.0,0.0,0.0,0.25,6.0,10.846611022949219,0.9494949579238892
19.0,Belgrano,Manuel Ugarte,0.0,0.0,0.0,0.0,0.0,6.0,10.992971420288086,0.9434629082679749
56.0,Belgrano,Olazabal,0.0,0.0,0.0,0.0,0.0,6.0,10.355463027954102,0.9554317593574524
436.0,Belgrano,11 de Septiembre,0.0,0.0,0.0,0.0,1.0,6.0,11.908884048461914,0.9628713130950928
437.0,Belgrano,Tunez,0.0,0.0,0.0,0.0,0.0,6.0,11.908884048461914,0.9628713130950928
435.0,Belgrano,11 de Septiembre,0.0,1.0,0.0,0.0,0.0,6.0,11.908884048461914,0.9628713130950928
68.0,Belgrano,Mendoza,0.0,0.0,0.0,0.0,0.0,6.0,10.89848518371582,0.9397590160369873
67.0,Belgrano,Mendoza,0.0,0.0,0.0,0.0,0.0,6.0,10.89848518371582,0.9397590160369873
45.0,Belgrano,Blanco Encalada,0.0,0.0,0.0,0.0,0.0,6.0,10.355463027954102,0.9554317593574524
79.0,Belgrano,Juramento,0.0,0.0,0.0,0.0,0.0,6.0,10.89848518371582,0.9397590160369873
80.0,Belgrano,Juramento,0.0,0.0,0.0,0.0,0.0,6.0,10.89848518371582,0.9397590160369873
57.0,Belgrano,Olazabal,0.0,0.0,0.0,0.0,0.0,6.0,10.89848518371582,0.9397590160369873
360.0,Belgrano,Vuelta de Obligad,0.0,0.0,0.0,0.0,0.0,6.0,9.882553100585938,0.9308805465698242
404.0,Belgrano,O´Higgins,0.0,0.0,0.0,0.0,0.0,6.0,12.38466739654541,0.9493243098258972
376.0,Belgrano,Cuba,0.0,0.0,0.0,0.0,1.0,6.0,12.38466739654541,0.9493243098258972
47.0,Belgrano,Blanco Encalada,0.0,0.0,0.0,0.0,0.0,6.0,10.355463027954102,0.9554317593574524
13.0,Belgrano,Manuel Ugarte,0.0,0.0,0.0,0.0,0.0,6.0,10.846611022949219,0.9494949579238892
407.0,Belgrano,O´Higgins,0.0,0.0,0.0,0.0,0.0,6.0,12.14677619934082,0.9560977816581726
49.0,Belgrano,Blanco Encalada,0.0,0.0,0.0,0.0,0.25,6.0,10.355463027954102,0.9554317593574524
10.0,Belgrano,Manuel Ugarte,0.0,0.0,0.0,0.0,0.0,6.0,10.846611022949219,0.9494949579238892
38.0,Belgrano,Monroe,0.0,0.0,0.0,0.0,0.0,6.0,10.337264060974121,0.9556148052215576
37.0,Belgrano,Monroe,0.0,0.0,0.0,0.0,0.0,6.0,10.87254810333252,0.9446269869804382
36.0,Belgrano,Monroe,0.0,0.0,0.0,0.0,0.0,6.0,10.87254810333252,0.9446269869804382
60.0,Belgrano,Olazabal,0.0,0.0,0.0,0.0,0.0,6.0,10.89848518371582,0.9397590160369873
29.0,Belgrano,F.D.Roosevelt,0.0,0.0,0.0,0.0,0.5,6.0,10.992971420288086,0.9434629082679749
371.0,Belgrano,Cuba,0.0,0.0,0.0,0.0,0.0,6.0,12.38466739654541,0.9493243098258972
28.0,Belgrano,F.D.Roosevelt,0.0,0.0,0.0,0.0,1.0,6.0,10.992971420288086,0.9434629082679749
375.0,Belgrano,Cuba,0.0,0.0,0.0,0.0,1.0,6.0,12.38466739654541,0.9493243098258972
389.0,Belgrano,Arcos,0.0,0.0,0.0,0.0,0.0,6.0,12.38466739654541,0.9493243098258972
387.0,Belgrano,Arcos,0.0,0.0,0.0,0.0,0.0,6.0,12.38466739654541,0.9493243098258972
358.0,Belgrano,Vuelta de Obligad,0.0,0.0,0.0,0.0,0.25,6.0,10.544400215148926,0.9325025677680969
373.0,Belgrano,Cuba,0.0,0.0,0.0,0.0,0.0,6.0,12.38466739654541,0.9493243098258972
35.0,Belgrano,Monroe,0.0,0.0,0.0,0.0,0.0,6.0,10.87254810333252,0.9446269869804382
3.0,Belgrano,Congreso,0.0,0.0,0.0,0.0,1.0,6.0,10.846611022949219,0.9494949579238892
388.0,Belgrano,Arcos,1.0,0.0,0.0,0.0,0.0,6.0,12.38466739654541,0.9493243098258972
372.0,Belgrano,Cuba,0.0,0.0,0.0,0.0,0.0,6.0,12.38466739654541,0.9493243098258972
406.0,Belgrano,O´Higgins,0.0,0.0,0.0,0.0,0.0,6.0,12.14677619934082,0.9560977816581726
48.0,Belgrano,Blanco Encalada,0.0,0.0,0.0,0.0,0.0,6.0,10.355463027954102,0.9554317593574524
26.0,Belgrano,F.D.Roosevelt,0.0,0.0,0.0,0.0,0.25,6.0,10.992971420288086,0.9434629082679749
1.0,Belgrano,Congreso,0.0,0.0,0.0,0.0,0.0,6.0,10.846611022949219,0.9494949579238892
403.0,Belgrano,O´Higgins,0.0,0.0,0.0,0.0,0.0,6.0,12.38466739654541,0.9493243098258972
50.0,Belgrano,Blanco Encalada,0.0,0.0,0.0,0.0,0.25,6.0,10.355463027954102,0.9554317593574524
357.0,Belgrano,Vuelta de Obligad,0.0,0.0,0.0,0.0,0.25,6.0,10.544400215148926,0.9325025677680969
61.0,Belgrano,Olazabal,0.0,0.0,0.0,0.0,0.0,6.0,10.89848518371582,0.9397590160369873
25.0,Belgrano,F.D.Roosevelt,0.0,0.0,0.0,0.0,0.0,6.0,10.992971420288086,0.9434629082679749
2.0,Belgrano,Congreso,0.0,0.0,0.0,0.0,0.0,6.0,10.846611022949219,0.9494949579238892
391.0,Belgrano,Arcos,0.0,0.0,0.0,0.0,0.5,6.0,12.38466739654541,0.9493243098258972
405.0,Belgrano,O´Higgins,0.0,0.0,0.0,0.0,0.0,6.0,12.38466739654541,0.9493243098258972
11.0,Belgrano,Manuel Ugarte,0.0,0.0,0.0,0.0,0.25,6.0,10.846611022949219,0.9494949579238892
39.0,Belgrano,Monroe,0.0,0.0,0.0,0.0,0.0,6.0,10.337264060974121,0.9556148052215576
361.0,Belgrano,Vuelta de Obligad,0.0,0.0,0.0,0.0,0.0,6.0,9.882553100585938,0.9308805465698242
356.0,Belgrano,Vuelta de Obligad,0.0,1.0,0.0,0.0,0.0,6.0,10.544400215148926,0.9325025677680969
392.0,Belgrano,Arcos,0.0,0.0,0.0,0.0,0.25,6.0,12.38466739654541,0.9493243098258972
59.0,Belgrano,Olazabal,0.0,0.0,0.0,0.0,0.0,6.0,10.89848518371582,0.9397590160369873
46.0,Belgrano,Blanco Encalada,0.0,0.0,0.0,0.0,0.0,6.0,10.355463027954102,0.9554317593574524
58.0,Belgrano,Olazabal,0.0,1.0,0.0,0.0,0.0,6.0,10.89848518371582,0.9397590160369873
374.0,Belgrano,Cuba,0.0,0.0,0.0,0.0,0.0,6.0,12.38466739654541,0.9493243098258972
359.0,Belgrano,Vuelta de Obligad,0.0,0.0,0.0,0.0,0.0,6.0,9.882553100585938,0.9308805465698242
12.0,Belgrano,Manuel Ugarte,0.0,0.0,0.0,0.0,0.25,6.0,10.846611022949219,0.9494949579238892
14.0,Belgrano,Manuel Ugarte,0.0,0.0,0.0,0.0,0.0,6.0,10.846611022949219,0.9494949579238892
408.0,Belgrano,O´Higgins,0.0,0.0,0.0,0.0,0.0,6.0,12.14677619934082,0.9560977816581726
27.0,Belgrano,F.D.Roosevelt,0.0,0.0,0.0,0.0,1.25,6.0,10.992971420288086,0.9434629082679749
4.0,Belgrano,Congreso,0.0,0.0,0.0,0.0,0.0,6.0,10.846611022949219,0.9494949579238892
390.0,Belgrano,Arcos,0.0,0.0,0.0,0.0,0.25,6.0,12.38466739654541,0.9493243098258972
421.0,Belgrano,3 de Febrero,0.0,0.0,0.0,0.0,0.0,6.0,11.908884048461914,0.9628713130950928
423.0,Belgrano,3 de Febrero,0.0,0.0,0.0,0.0,0.0,6.0,11.908884048461914,0.9628713130950928
422.0,Belgrano,3 de Febrero,0.0,0.0,0.0,0.0,0.0,6.0,11.908884048461914,0.9628713130950928
70.0,Belgrano,Mendoza,0.0,0.0,0.0,0.0,0.0,6.0,10.89848518371582,0.9397590160369873
73.0,Belgrano,Mendoza,0.0,0.0,0.0,0.0,0.0,6.0,10.89848518371582,0.9397590160369873
72.0,Belgrano,Mendoza,0.0,1.0,0.0,0.0,0.0,6.0,10.89848518371582,0.9397590160369873
71.0,Belgrano,Mendoza,0.0,0.0,0.0,0.0,0.0,6.0,10.89848518371582,0.9397590160369873
69.0,Belgrano,Mendoza,0.0,0.0,0.0,0.0,0.0,6.0,10.89848518371582,0.9397590160369873
323.0,Belgrano,Ciudad de la Paz,0.0,0.0,0.0,0.0,0.5,6.0,10.544400215148926,0.9325025677680969
21.0,Belgrano,Dr. P.I.Rivera,0.0,0.0,0.0,0.0,0.5,6.0,10.992971420288086,0.9434629082679749
326.0,Belgrano,Ciudad de la Paz,0.0,0.0,0.0,0.0,0.75,6.0,10.544400215148926,0.9325025677680969
31.0,Belgrano,F.D.Roosevelt,0.0,0.0,0.0,0.0,0.0,6.0,10.992971420288086,0.9434629082679749
281.0,Belgrano,Moldes,0.0,0.0,0.0,0.0,0.25,6.0,10.544400215148926,0.9325025677680969
32.0,Belgrano,F.D.Roosevelt,0.0,0.0,0.0,0.0,0.25,6.0,10.992971420288086,0.9434629082679749
241.0,Belgrano,Cramer,0.0,0.0,0.0,0.0,0.0,6.0,10.043587684631348,0.9331896305084229
23.0,Belgrano,Dr. P.I.Rivera,0.0,0.0,0.0,0.0,0.0,6.0,10.992971420288086,0.9434629082679749
24.0,Belgrano,Dr. P.I.Rivera,0.0,0.0,0.0,0.0,0.0,6.0,10.992971420288086,0.9434629082679749
325.0,Belgrano,Ciudad de la Paz,0.0,0.0,0.0,0.0,0.5,6.0,10.544400215148926,0.9325025677680969
324.0,Belgrano,Ciudad de la Paz,1.0,0.0,0.0,0.0,0.5,6.0,10.544400215148926,0.9325025677680969
282.0,Belgrano,Moldes,0.0,0.0,0.0,0.0,0.0,6.0,10.544400215148926,0.9325025677680969
280.0,Belgrano,Moldes,0.0,0.0,0.0,0.0,0.5,6.0,10.293993949890137,0.9328461289405823
44.0,Belgrano,Monroe,0.0,0.0,0.0,0.0,0.25,6.0,10.355463027954102,0.9554317593574524
40.0,Belgrano,Monroe,0.0,0.0,0.0,0.0,0.5,6.0,10.847352027893066,0.9413517117500305
243.0,Belgrano,Cramer,0.0,0.0,0.0,0.0,0.0,6.0,10.043587684631348,0.9331896305084229
33.0,Belgrano,F.D.Roosevelt,0.0,0.0,0.0,0.0,0.25,6.0,10.992971420288086,0.9434629082679749
30.0,Belgrano,F.D.Roosevelt,0.0,0.0,0.0,0.0,0.5,6.0,10.992971420288086,0.9434629082679749
301.0,Belgrano,Amenabar,0.0,0.0,0.0,0.0,0.25,6.0,10.544400215148926,0.9325025677680969
257.0,Belgrano,Vidal,0.0,0.0,0.0,0.0,0.25,6.0,10.043587684631348,0.9331896305084229
256.0,Belgrano,Vidal,0.0,0.0,0.0,0.0,0.5,6.0,10.043587684631348,0.9331896305084229
279.0,Belgrano,Moldes,1.0,0.0,0.0,0.0,0.25,6.0,10.293993949890137,0.9328461289405823
34.0,Belgrano,F.D.Roosevelt,0.0,0.0,0.0,0.0,0.0,6.0,10.992971420288086,0.9434629082679749
43.0,Belgrano,Monroe,0.0,0.0,0.0,0.0,0.5,6.0,10.847352027893066,0.9413517117500305
304.0,Belgrano,Amenabar,0.0,0.0,0.0,0.0,0.0,6.0,10.544400215148926,0.9325025677680969
22.0,Belgrano,Dr. P.I.Rivera,0.0,0.0,0.0,0.0,0.0,6.0,10.992971420288086,0.9434629082679749
20.0,Belgrano,Dr. P.I.Rivera,0.0,0.0,0.0,0.0,0.5,6.0,10.992971420288086,0.9434629082679749
303.0,Belgrano,Amenabar,0.0,0.0,0.0,0.0,0.0,6.0,10.544400215148926,0.9325025677680969
242.0,Belgrano,Cramer,0.0,0.0,0.0,0.0,0.0,6.0,10.043587684631348,0.9331896305084229
259.0,Belgrano,Vidal,0.0,0.0,0.0,0.0,0.0,6.0,10.043587684631348,0.9331896305084229
258.0,Belgrano,Vidal,0.0,0.0,0.0,0.0,0.0,6.0,10.043587684631348,0.9331896305084229
244.0,Belgrano,Cramer,0.0,0.0,0.0,0.0,0.0,6.0,10.043587684631348,0.9331896305084229
302.0,Belgrano,Amenabar,0.0,0.0,0.0,0.0,0.0,6.0,10.544400215148926,0.9325025677680969
41.0,Belgrano,Monroe,0.0,0.0,0.0,0.0,0.5,6.0,10.847352027893066,0.9413517117500305
42.0,Belgrano,Monroe,0.0,0.0,0.0,0.0,0.25,6.0,10.847352027893066,0.9413517117500305
346.0,Belgrano,Cabildo,0.0,0.0,0.0,1.0,0.0,6.0,10.544400215148926,0.9325025677680969
348.0,Belgrano,Cabildo,0.0,0.0,0.0,0.0,0.5,6.0,10.544400215148926,0.9325025677680969
347.0,Belgrano,Cabildo,0.0,0.0,0.0,1.0,0.5,6.0,10.544400215148926,0.9325025677680969
349.0,Belgrano,Cabildo,0.0,0.0,0.0,1.0,0.0,6.0,10.544400215148926,0.9325025677680969
53.0,Belgrano,Blanco Encalada,0.0,0.0,0.0,0.0,0.5,6.0,10.355463027954102,0.9554317593574524
52.0,Belgrano,Blanco Encalada,0.0,0.0,0.0,0.0,0.25,6.0,10.355463027954102,0.9554317593574524
54.0,Belgrano,Blanco Encalada,0.0,0.0,0.0,0.0,0.25,6.0,10.355463027954102,0.9554317593574524
51.0,Belgrano,Blanco Encalada,0.0,0.0,0.0,0.0,0.0,6.0,10.355463027954102,0.9554317593574524
55.0,Belgrano,Blanco Encalada,0.0,0.0,0.0,0.0,0.0,6.0,10.355463027954102,0.9554317593574524
78.0,Belgrano,Mendoza,0.0,0.0,0.0,0.0,0.0,6.0,10.89848518371582,0.9397590160369873
62.0,Belgrano,Olazabal,0.0,0.0,0.0,1.0,0.0,6.0,10.89848518371582,0.9397590160369873
255.0,Belgrano,Vidal,0.0,0.0,0.0,0.0,0.25,6.0,10.043587684631348,0.9331896305084229
65.0,Belgrano,Olazabal,0.0,0.0,0.0,0.0,0.0,6.0,10.89848518371582,0.9397590160369873
300.0,Belgrano,Amenabar,0.0,0.0,0.0,0.0,0.25,6.0,10.544400215148926,0.9325025677680969
64.0,Belgrano,Olazabal,0.0,0.0,0.0,0.0,0.0,6.0,10.89848518371582,0.9397590160369873
298.0,Belgrano,Amenabar,0.0,0.0,0.0,0.0,0.0,6.0,10.544400215148926,0.9325025677680969
74.0,Belgrano,Mendoza,0.0,0.0,0.0,0.0,0.25,6.0,10.89848518371582,0.9397590160369873
321.0,Belgrano,Ciudad de la Paz,0.0,0.0,0.0,0.0,1.25,6.0,10.544400215148926,0.9325025677680969
76.0,Belgrano,Mendoza,0.0,0.0,0.0,0.0,0.0,6.0,10.89848518371582,0.9397590160369873
254.0,Belgrano,Vidal,0.0,0.0,0.0,0.0,0.0,6.0,10.043587684631348,0.9331896305084229
75.0,Belgrano,Mendoza,0.0,0.0,0.0,0.0,0.25,6.0,10.89848518371582,0.9397590160369873
66.0,Belgrano,Olazabal,0.0,0.0,0.0,1.0,0.0,6.0,10.89848518371582,0.9397590160369873
238.0,Belgrano,Cramer,0.0,0.0,0.0,0.0,0.0,6.0,10.043587684631348,0.9331896305084229
240.0,Belgrano,Cramer,0.0,0.0,0.0,0.0,0.0,6.0,10.043587684631348,0.9331896305084229
77.0,Belgrano,Mendoza,0.0,0.0,0.0,0.0,0.0,6.0,10.89848518371582,0.9397590160369873
320.0,Belgrano,Ciudad de la Paz,0.0,0.0,0.0,1.0,0.5,6.0,10.544400215148926,0.9325025677680969
322.0,Belgrano,Ciudad de la Paz,0.0,0.0,0.0,0.0,0.0,6.0,10.544400215148926,0.9325025677680969
299.0,Belgrano,Amenabar,0.0,0.0,0.0,0.0,0.0,6.0,10.544400215148926,0.9325025677680969
277.0,Belgrano,Moldes,0.0,0.0,0.0,0.0,0.0,6.0,10.293993949890137,0.9328461289405823
253.0,Belgrano,Vidal,0.0,0.0,0.0,0.0,0.0,6.0,10.043587684631348,0.9331896305084229
276.0,Belgrano,Moldes,0.0,0.0,0.0,0.0,1.0,6.0,10.293993949890137,0.9328461289405823
239.0,Belgrano,Cramer,0.0,0.0,0.0,1.0,0.0,6.0,10.043587684631348,0.9331896305084229
63.0,Belgrano,Olazabal,0.0,0.0,0.0,0.0,0.0,6.0,10.89848518371582,0.9397590160369873
278.0,Belgrano,Moldes,0.0,0.0,0.0,0.0,0.0,6.0,10.293993949890137,0.9328461289405823
345.0,Belgrano,Cabildo,0.0,0.0,0.0,1.0,0.0,6.0,10.544400215148926,0.9325025677680969
344.0,Belgrano,Cabildo,0.0,0.0,0.0,1.0,0.0,6.0,10.544400215148926,0.9325025677680969
340.0,Belgrano,Cabildo,0.0,0.0,0.0,1.0,0.0,6.0,10.544400215148926,0.9325025677680969
88.0,Belgrano,Juramento,0.0,0.0,0.0,0.0,0.0,6.0,9.827917098999023,0.9617347121238708
86.0,Belgrano,Juramento,0.0,0.0,0.0,0.0,0.25,6.0,9.827917098999023,0.9617347121238708
90.0,Belgrano,Juramento,0.0,0.0,0.0,0.0,0.0,6.0,9.827917098999023,0.9617347121238708
89.0,Belgrano,Juramento,0.0,0.0,0.0,0.0,0.0,6.0,9.827917098999023,0.9617347121238708
342.0,Belgrano,Cabildo,0.0,0.0,0.0,0.0,0.0,6.0,10.544400215148926,0.9325025677680969
341.0,Belgrano,Cabildo,0.0,0.0,0.0,1.0,0.0,6.0,10.544400215148926,0.9325025677680969
87.0,Belgrano,Juramento,0.0,0.0,0.0,1.0,0.25,6.0,9.827917098999023,0.9617347121238708
343.0,Belgrano,Cabildo,0.0,0.0,0.0,0.0,0.0,6.0,10.544400215148926,0.9325025677680969
328.0,Belgrano,Elcano,0.0,0.0,0.0,0.0,0.0,6.0,10.544400215148926,0.9325025677680969
273.0,Belgrano,Moldes,0.0,0.0,0.0,0.0,0.0,6.0,10.043587684631348,0.9331896305084229
293.0,Belgrano,Amenabar,0.0,0.0,0.0,0.0,0.0,6.0,10.544400215148926,0.9325025677680969
126.0,Belgrano,La Pampa,0.0,0.0,0.0,0.0,0.0,6.0,10.047698020935059,0.921450138092041
114.0,Belgrano,Mcal. A. J. de Su,0.0,0.0,0.0,0.0,0.0,6.0,11.085989952087402,0.9633699655532837
101.0,Belgrano,Echeverria,0.0,0.0,0.0,0.0,1.0,6.0,9.827917098999023,0.9617347121238708
236.0,Belgrano,Cramer,0.0,0.0,0.0,0.0,0.0,6.0,10.043587684631348,0.9331896305084229
113.0,Belgrano,Mcal. A. J. de Su,0.0,0.0,0.0,0.0,0.0,6.0,11.085989952087402,0.9633699655532837
234.0,Belgrano,Cramer,0.0,0.0,0.0,0.0,0.0,6.0,10.043587684631348,0.9331896305084229
271.0,Belgrano,Moldes,0.0,0.0,1.0,0.0,0.0,6.0,10.043587684631348,0.9331896305084229
251.0,Belgrano,Vidal,0.0,0.0,0.0,0.0,0.0,6.0,10.043587684631348,0.9331896305084229
102.0,Belgrano,Echeverria,0.0,0.0,0.0,0.0,0.0,6.0,10.363201141357422,0.9507468938827515
329.0,Belgrano,Elcano,0.0,0.0,0.0,0.0,0.0,6.0,10.544400215148926,0.9325025677680969
127.0,Belgrano,La Pampa,0.0,0.0,0.0,0.0,0.0,6.0,10.047698020935059,0.921450138092041
315.0,Belgrano,Ciudad de la Paz,0.0,0.0,0.0,0.0,0.0,6.0,10.544400215148926,0.9325025677680969
139.0,Belgrano,Jose Hernandez,0.0,0.0,0.0,0.0,0.0,6.0,10.047698020935059,0.921450138092041
125.0,Belgrano,La Pampa,0.0,0.0,0.0,0.0,0.0,6.0,11.085989952087402,0.9633699655532837
123.0,Belgrano,La Pampa,0.0,0.0,0.0,0.0,0.25,6.0,11.085989952087402,0.9633699655532837
136.0,Belgrano,Jose Hernandez,0.0,0.0,0.0,0.0,0.0,6.0,10.047698020935059,0.921450138092041
137.0,Belgrano,Jose Hernandez,0.0,0.0,0.0,0.0,0.0,6.0,10.047698020935059,0.921450138092041
318.0,Belgrano,Ciudad de la Paz,0.0,0.0,0.0,1.0,0.25,6.0,10.544400215148926,0.9325025677680969
237.0,Belgrano,Cramer,0.0,0.0,0.0,0.0,0.0,6.0,10.043587684631348,0.9331896305084229
294.0,Belgrano,Amenabar,0.0,0.0,0.0,0.0,0.0,6.0,10.544400215148926,0.9325025677680969
99.0,Belgrano,Echeverria,0.0,0.0,0.0,0.0,0.0,6.0,9.827917098999023,0.9617347121238708
295.0,Belgrano,Amenabar,0.0,0.0,0.0,0.0,1.0,6.0,10.544400215148926,0.9325025677680969
235.0,Belgrano,Cramer,0.0,0.0,0.0,0.0,0.0,6.0,10.043587684631348,0.9331896305084229
250.0,Belgrano,Vidal,0.0,0.0,0.0,0.0,0.0,6.0,10.043587684631348,0.9331896305084229
138.0,Belgrano,Jose Hernandez,0.0,0.0,0.0,0.0,0.0,6.0,10.047698020935059,0.921450138092041
98.0,Belgrano,Echeverria,0.0,0.0,0.0,0.0,0.0,6.0,9.827917098999023,0.9617347121238708
110.0,Belgrano,Mcal. A. J. de Su,0.0,0.0,0.0,0.0,0.25,6.0,11.085989952087402,0.9633699655532837
111.0,Belgrano,Mcal. A. J. de Su,0.0,0.0,0.0,0.0,0.25,6.0,11.085989952087402,0.9633699655532837
124.0,Belgrano,La Pampa,0.0,0.0,0.0,0.0,0.25,6.0,11.085989952087402,0.9633699655532837
297.0,Belgrano,Amenabar,0.0,0.0,0.0,0.0,0.0,6.0,10.544400215148926,0.9325025677680969
252.0,Belgrano,Vidal,1.0,0.0,0.0,0.0,0.0,6.0,10.043587684631348,0.9331896305084229
319.0,Belgrano,Ciudad de la Paz,0.0,0.0,0.0,0.0,0.25,6.0,10.544400215148926,0.9325025677680969
274.0,Belgrano,Moldes,0.0,0.0,0.0,0.0,0.0,6.0,10.293993949890137,0.9328461289405823
296.0,Belgrano,Amenabar,0.0,0.0,0.0,0.0,0.0,6.0,10.544400215148926,0.9325025677680969
248.0,Belgrano,Vidal,0.0,0.0,0.0,0.0,0.25,6.0,10.043587684631348,0.9331896305084229
249.0,Belgrano,Vidal,0.0,0.0,0.0,0.0,0.0,6.0,10.043587684631348,0.9331896305084229
272.0,Belgrano,Moldes,0.0,0.0,0.0,0.0,0.0,6.0,10.043587684631348,0.9331896305084229
316.0,Belgrano,Ciudad de la Paz,0.0,0.0,0.0,0.0,0.25,6.0,10.544400215148926,0.9325025677680969
100.0,Belgrano,Echeverria,0.0,0.0,0.0,0.0,0.0,6.0,9.827917098999023,0.9617347121238708
317.0,Belgrano,Ciudad de la Paz,0.0,0.0,0.0,0.0,0.5,6.0,10.544400215148926,0.9325025677680969
112.0,Belgrano,Mcal. A. J. de Su,0.0,0.0,0.0,0.0,0.0,6.0,11.085989952087402,0.9633699655532837
275.0,Belgrano,Moldes,0.0,0.0,0.0,0.0,0.0,6.0,10.293993949890137,0.9328461289405823
338.0,Belgrano,Cabildo,0.0,0.0,0.0,0.0,0.0,6.0,10.544400215148926,0.9325025677680969
339.0,Belgrano,Cabildo,0.0,0.0,0.0,1.0,0.0,6.0,10.544400215148926,0.9325025677680969
354.0,Belgrano,Vuelta de Obligad,0.0,0.0,0.0,0.0,0.0,6.0,10.544400215148926,0.9325025677680969
385.0,Belgrano,Arcos,0.0,0.0,0.0,0.0,0.0,6.0,12.38466739654541,0.9493243098258972
81.0,Belgrano,Juramento,0.0,1.0,0.0,0.0,0.0,6.0,10.89848518371582,0.9397590160369873
401.0,Belgrano,O´Higgins,0.0,0.0,0.0,0.0,0.25,6.0,12.38466739654541,0.9493243098258972
353.0,Belgrano,Vuelta de Obligad,0.0,0.0,0.0,0.0,0.0,6.0,10.544400215148926,0.9325025677680969
400.0,Belgrano,O´Higgins,0.0,0.0,0.0,0.0,0.25,6.0,12.38466739654541,0.9493243098258972
82.0,Belgrano,Juramento,0.0,0.0,0.0,1.0,0.0,6.0,10.89848518371582,0.9397590160369873
370.0,Belgrano,Cuba,0.0,0.0,0.0,0.0,0.0,6.0,12.38466739654541,0.9493243098258972
384.0,Belgrano,Arcos,0.0,0.0,0.0,0.0,0.0,6.0,12.38466739654541,0.9493243098258972
84.0,Belgrano,Juramento,0.0,0.0,0.0,0.0,0.0,6.0,10.89848518371582,0.9397590160369873
355.0,Belgrano,Vuelta de Obligad,0.0,0.0,0.0,0.0,0.0,6.0,10.544400215148926,0.9325025677680969
368.0,Belgrano,Cuba,0.0,0.0,0.0,0.0,0.5,6.0,10.479850769042969,0.9345317482948303
95.0,Belgrano,Echeverria,0.0,0.0,0.0,0.0,0.25,6.0,9.827917098999023,0.9617347121238708
94.0,Belgrano,Echeverria,0.0,0.0,0.0,0.0,0.25,6.0,9.827917098999023,0.9617347121238708
93.0,Belgrano,Echeverria,0.0,0.0,0.0,0.0,0.25,6.0,9.827917098999023,0.9617347121238708
83.0,Belgrano,Juramento,0.0,0.0,0.0,0.0,0.0,6.0,10.89848518371582,0.9397590160369873
97.0,Belgrano,Echeverria,0.0,0.0,0.0,1.0,0.0,6.0,9.827917098999023,0.9617347121238708
96.0,Belgrano,Echeverria,0.0,0.0,0.0,0.0,0.25,6.0,9.827917098999023,0.9617347121238708
424.0,Belgrano,Zavalia,0.0,0.0,0.0,0.0,0.0,6.0,11.908884048461914,0.9628713130950928
386.0,Belgrano,Arcos,0.0,0.0,0.0,0.0,0.0,6.0,12.38466739654541,0.9493243098258972
402.0,Belgrano,O´Higgins,0.0,0.0,0.0,0.0,0.0,6.0,12.38466739654541,0.9493243098258972
85.0,Belgrano,Juramento,0.0,0.0,0.0,0.0,0.0,6.0,10.89848518371582,0.9397590160369873
425.0,Belgrano,Zavalia,0.0,0.0,0.0,0.0,0.0,6.0,11.908884048461914,0.9628713130950928
369.0,Belgrano,Cuba,0.0,0.0,0.0,0.0,0.25,6.0,12.38466739654541,0.9493243098258972
420.0,Belgrano,3 de Febrero,0.0,0.0,0.0,0.0,0.0,6.0,11.908884048461914,0.9628713130950928
105.0,Belgrano,Mcal. A. J. de Su,0.0,0.0,0.0,0.0,0.0,6.0,10.363201141357422,0.9507468938827515
108.0,Belgrano,Mcal. A. J. de Su,0.0,0.0,0.0,0.0,0.25,6.0,11.085989952087402,0.9633699655532837
109.0,Belgrano,Mcal. A. J. de Su,0.0,0.0,0.0,1.0,0.0,6.0,11.085989952087402,0.9633699655532837
107.0,Belgrano,Mcal. A. J. de Su,0.0,0.0,0.0,0.0,0.25,6.0,11.085989952087402,0.9633699655532837
106.0,Belgrano,Mcal. A. J. de Su,0.0,0.0,0.0,0.0,0.0,6.0,10.363201141357422,0.9507468938827515
418.0,Belgrano,3 de Febrero,0.0,0.0,0.0,0.0,0.0,6.0,11.908884048461914,0.9628713130950928
417.0,Belgrano,3 de Febrero,0.0,0.0,0.0,0.0,0.0,6.0,11.908884048461914,0.9628713130950928
419.0,Belgrano,3 de Febrero,0.0,0.0,0.0,0.0,0.0,6.0,11.908884048461914,0.9628713130950928
